relative_path,group,row_number,pair_key,ko_preview,en_preview,ko_codepoints,en_codepoints,ko_utf8_bytes,en_utf8_bytes,대분류,소분류,상황,발화자,자동분류1,자동분류2,자동분류3,언론사,키워드,지자체
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,24695,21488890,신동아건설이 서울 송파구 송파동 101번지 일대 가로주택정비사업 시공사로 선정됐다.,"Shindong-a Construction was selected as a construction project for the street housing maintenance project at Songpa-dong 101 in Songpa-gu, Seoul.",46,145,114,145,,,,,"경제,부동산",<EMPTY>,<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,24835,20077490,조정대상지역이었던 부산 기장군은 시장 안정세가 뚜렷해 일광면을 제외하고 해제했다.,"Busan's Gijang-gun, which was a region to be adjusted, was released except for Ilkwang-myeon due to the clear market stability.",45,127,117,127,,,,,"경제,부동산",<EMPTY>,<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25047,20281298,이르면 24일 보고서 내용이 공유될 수 있다는 의미로 해석됐다.,It was interpreted as meaning that the contents of the report could be shared as early as on the 24th.,35,102,83,102,,,,,"국제,국제일반","정치,외교",<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25073,21144675,조카는 너무 예쁘지만 자신이 낳아 키울 자신이 없기 때문이다.,"Even though niece is so pretty, but this is because he is not confident of having and raising a baby.",34,101,84,101,,,,,"국제,유럽_EU","문화,방송_연예","사회,여성",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25147,20461836,일제강점기에 형성된 거리로 제주에서 가장 먼저 근대적인 상점이 들어섰다.,"It was a street formed during the Japanese colonial period, which was the first to have modern shops in Jeju.",40,109,102,109,,,,,"지역,제주","문화,요리_여행","문화,학술_문화재",한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25194,21244521,한국전력이 추진하는 한전공대가 한전 본사가 위치한 전남 나주에 들어선다.,"KEPCO Technology University, pushed by Korea Electric Power Corp., will be built in Naju, Jeonnam, where KEPCO's headquarter is located.",40,136,102,136,,,,,"지역,광주",<EMPTY>,<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25239,21448519,"셀트리온엔터테인먼트가 그동안의 제작 노하우를 발휘, 자체 자본을 통해 제작한다.",Celltrion Entertainment will make use of its know-how in production accumulated so far and produce it through its own capital.,44,126,112,126,,,,,"문화,영화","문화,방송_연예","문화,미술_건축",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25466,20238579,서울 강남구 압구정로 송은아트스페이스에는 송은미술대상전 후보들의 작품이 전시돼 있다.,"Song Eun Art Space exhibits the works of candidates at the Song Eun Art Grand Prize in Apgujeong-ro, Gangnam-gu, Seoul.",47,119,123,119,,,,,"문화,전시_공연","문화,음악","문화,미술_건축",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25598,2071498,"‘미스 아메리카’의 변화는, 티브이(TV) 속 여성의 역할에 대한 변화의 목소리가 이어진 것과 궤를 같이한다.","The change in ""Miss America"" is in line with the voice of change in the role of women on TV.",61,92,145,92,,,,,"사회,여성",<EMPTY>,<EMPTY>,한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25652,1090391,많은 눈이 내린 19일 오전 시민들이 우산을 쓴 채 서울 여의도의 한 횡단보도를 건너고 있다.,Many people are crossing the crosswalk in Seoul's Yeouido with an umbrella on the heavily snowy morning of November 19th.,52,121,122,121,,,,,"사회,날씨",<EMPTY>,<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25680,742491,사용자들은 온실가스 감축 미션을 수행 후 포인트를 획득해 친구 및 그룹간 랭킹을 확인할 수 있다.,Users can obtain points after carrying out a greenhouse gas reduction mission to check the rankings between friends and groups.,54,127,132,127,,,,,"사회,환경",<EMPTY>,<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25856,1983731,민주당 의원 13명이 서명한 개정안은 ‘치안정보’를 ‘공공안녕에 대한 위험의 예방 및 대응을 위한 정보’로 제한했다.,"The amendment, signed by 13 Democrats, limited ""security information"" to ""information for prevention and response to risks to public well-being.""",65,145,161,145,,,,,"사회,사회일반",<EMPTY>,<EMPTY>,내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,25866,2015619,수시와 정시 모두 전 모집단위 인문·자연 계열 구분 없이 전 모집 단위 교차 지원이 가능하다.,"Early admission and regular admission is available for cross-recruitment across all recruitment units, regardless of the humanities and science systems.",52,152,125,152,,,,,"사회,교육_시험",<EMPTY>,<EMPTY>,내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26139,4510434,김륜희가 ‘손’을 초대할 수밖에 없었던 사연과 그녀가 일으키는 사건이 모습을 드러내면서 치밀한 전개로 긴장감을 높인다.,"With the story of Kim Ryun-hee's inviting ""Sohn"" and as the events she creates revealing, tightly intertwined developments raise tension.",66,137,168,137,,,,,"문화,방송_연예","문화,영화","문화,미술_건축",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26152,3167753,그동안 트럼프 대통령과 ‘브로맨스’를 과시했던 마크롱 대통령이 강한 어조로 트럼프 대통령의 일방주의를 성토하고 나선 것이다.,"President Macron, who has been showing off his ""bromance"" with President Trump, criticized President Trump's unilateralism in a strong tone.",69,140,177,140,,,,,"정치,청와대","국제,미국_북미","정치,외교",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26173,10542783,기존 부서별로 ICT 장비를 따로 도입하면서 관리 효율성이 떨어진데 반해 SDDC는 중앙 통합 제어·관리가 가능하다.,"While the efficiency of management decreased as the existing departments introduced ICT equipment separately, SDDC can centrally control and manage.",65,148,150,148,,,,,"IT_과학,보안","IT_과학,인터넷_SNS","사회,사회일반",전자신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26184,13192453,"그런 것보다 우리가 오늘 더 잘 한 것 같은데, 원하던 결과를 못 얻어서 신경 쓰인다.","I think we did better today than that, but it bothers me that we didn't get the results we wanted.",48,98,112,98,,,,,"스포츠,축구,해외축구","스포츠,월드컵","스포츠,축구,한국프로축구",스포츠서울,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26217,12444814,그럼 검찰 취재 기자 연결해서 저희가 지금까지 전해드린 사상 초유의 일들이 앞으로 어떻게 흘러갈지 짚어보겠습니다.,Let's connect with the prosecution reporter and find out how the unprecedented events we've told you about will be going.,63,121,159,121,,,,,"사회,사건_사고","사회,미디어",<EMPTY>,SBS,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26232,13640947,개혁은 마다하고 체육권력 유지에 혈안이 된 이 회장의 ‘검은 욕심’이 과연 이번에도 통할 수 있을까.,"Can Chairman Lee's ""Black Greed,"" which is reluctant to reform but hot-eyed in maintaining his athletic power, work this time.",56,126,138,126,,,,,"문화,문화일반","경제,산업_기업","경제,금융_재테크",스포츠서울,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26249,3947454,석유화학사업 강화에 나선 GS칼텍스의 대규모 투자가 이뤄지면서 전남도는 일자리 창출 효과를 톡톡히 볼 것으로 기대된다.,"As GS Caltex's large-scale investment in strengthening its petrochemical businesses, Jeollanam-do is expected to see the effects of job creation.",66,145,164,145,,,,,"경제,산업_기업","지역,지역일반","경제,서비스_쇼핑",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26251,4054224,손이 많이 가는 난에 비해 비교적 적은 품을 들이고도 재배할 수 있다는 점도 큰 장점입니다.,Another great advantage is that it can be grown with a relatively less work compared to orchids that are high-maintenance.,51,122,123,122,,,,,"경제,유통","문화,생활","경제,산업_기업",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26256,5356683,실업률은 1950년대 이후 11차례의 변곡점 발생 후 아홉 번에서 약 9개월의 시차를 두고 경기침체가 발생했다.,"The unemployment rate has been in recession since the 1950s after 11 inflection points, nine times to 9 months apart.",62,117,142,117,,,,,"경제,국제경제","국제,국제일반",<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26506,2168901,몇 분뒤 현장에 도착한 김 경위와 오 경위는 백아무개(42)씨가 마당에서 물건을 부수고 있는 것을 발견했다.,"Lieutenant Kim and Oh, who arrived there a few minutes later, discovered that Baek(42), was breaking things in the yard.",60,120,142,120,,,,,"사회,사건_사고","지역,경기","사회,의료_건강",한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26510,8799239,"김 의원이 아버지 고 김진재 의원의 뒤를 이어 지역구를 물려받았다면, 정 위원장은 밑바닥부터 정치를 배웠다.","If Lawmaker Kim inherited the constituency after his late father Kim Jin-jae, Head Jeong learned politics from the bottom up.",60,125,148,125,,,,,"정치,국회_정당","정치,행정_자치","정치,선거",노컷뉴스,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,26999,2472542,카풀을 수익 모델로 삼은 정보기술(IT) 기업들이 택시업계 종사자들을 위한 복지 기금 마련을 검토 중인 것으로 확인됐다.,Information technology (IT) companies that use carpool as a revenue model are looking to raise welfare funds for taxi workers.,67,126,161,126,,,,,"경제,경제일반",<EMPTY>,<EMPTY>,한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,27079,5064156,손쉽게 댓글을 작성하는 것만으로도 이웃들에게 연탄을 기부하고 경품까지 받을 수 있는 만큼 소비자들의 열띤 참여가 이어졌다.,Consumers were enthusiastic about the idea of donating briquettes and even receiving prizes from their neighbors just by writing comments.,68,138,172,138,,,,,"경제,서비스_쇼핑","경제,산업_기업",<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,27398,5218177,기존 의약품을 개발하던 관점에서 보면 도저히 허가해줄 것 같지 않은 일들도 큰 이견 없이 승인이 나기 때문이다.,"From the perspective of developing existing medicines, things that are unlikely to be approved can be approved without much disagreement.",62,137,152,137,,,,,미분류,<EMPTY>,<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,27511,221916,드루킹 의혹과 관련해서는 “3일간 공식 일정 18개를 소화하면서 단 한 번도 드루킹과 관련한 이야기를 주고받은 적이 없었다”고 했다.,"Regarding the Druking scandal, he said, ""I've never shared dialogues about Druking in three days while digesting 18 official schedules.""",74,136,180,136,,,,,"정치,국회_정당","정치,청와대","정치,행정_자치",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,27565,11640185,"뇌의 신진대사를 관찰한 결과 여성의 뇌는 실제 나이보다 젊게 보이지만, 남성의 뇌는 나이 들어 보인다는 연구 보고서가 나왔다.","Observations of brain metabolism have shown that women's brains look younger than they actually are, but men's brains look older.",70,129,172,129,,,,,"사회,여성","사회,의료_건강","국제,국제일반",전자신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,27805,5837415,수소차 1만 대가 도로 위를 달리면 나무 60만 그루를 심은 것과 같은 탄소 감소 효과를 얻을 수 있는 것으로 알려졌다.,"If 10,000 hydrogen cars run on the road, they will reportedly have the same carbon-reduction effect as 600,000 trees planted.",67,125,155,125,,,,,"경제,경제일반",<EMPTY>,<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,27943,20967148,미국 연준뿐 아니라 신흥국을 중심으로 기준금리 인상이 이어지고 있다.,"Increasing standard interest rates have been on the rise, centering on emerging countries as well as the U.S. Federal Reserve System.",38,133,96,133,,,,,"경제,국제경제","경제,외환",<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,27964,20089113,분양가가 낮아지면 자연스럽게 시세도 조정기에 접어들 것으로 보고 있다.,It is expected that the market will naturally enter a period of adjustment if the price of new apartments is lowered.,39,117,99,117,,,,,"경제,경제일반",<EMPTY>,<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,28019,21251509,"앞으로 코넥스 시장의 일반투자자 기본 예탁금이 3,000만원으로 대폭 낮아진다.","In the future, the basic balance of general investors in the Conex market will be significantly lowered to KRW 30 million.",44,122,104,122,,,,,"경제,산업_기업","경제,금융_재테크","경제,증권_증시",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,28113,20819555,"잇단 화재로 중고차 구매 수요가 급감했고, 가격이 떨어졌다는 주장이다.",They claim that the series of fires has caused demand for used cars to plunge and has caused prices to fall.,39,108,97,108,,,,,"경제,자동차","경제,서비스_쇼핑","경제,국제경제",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,28180,20423740,특히 4분기 독감백신 재고 폐기 충당금과 연구개발비가 크게 집행됐다.,"In particular, allowances for disposal of influenza vaccine inventory and research and development expenses were heavily implemented in the fourth quarter.",38,155,94,155,,,,,"경제,국제경제","경제,산업_기업","경제,증권_증시",내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,28204,20440883,한때 인증기업들이 군산으로 몰리면서 중앙정부의 관심을 끌면서 희망이 보였다.,"At one time, hopefulness was seen as the certified companies flocked to Gunsan to attract the attention of the central government.",42,130,108,130,,,,,"경제,경제일반","국제,국제일반",<EMPTY>,내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,28690,642062,당시 국민체감형 정책과 성과를 강조하는 문 대통령 입장에서 보다 효용있는 정책을 비서진에게 주문했다는 평가가 나왔다.,"For President Moon, who stressed ""people-sensitivity policy"" and ""achievement"" at that time, he called for more effective policies to his secretaries.",65,150,165,150,,,,,"사회,환경","정치,청와대","정치,외교",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,28844,810203,관람객이 13일 서울 강남구 코엑스에서 열린 서울 홈테이블 데코 페어에서 다양한 인테리어 소품을 살펴보고 있다.,"Visitors examine various interior accessories at the Seoul Home Table Deco Fair held at COEX in Gangnam-gu, Seoul on the 13th.",62,126,152,126,,,,,"경제,산업_기업","문화,전시_공연","경제,유통",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29193,2703314,농구인 석주일(46)씨가 인터넷 방송 도중 특정 선수를 향해 도를 넘은 욕설을 퍼부어 논란이 일고 있다.,Basketball player Suk Ju-il (46) has been under fire for using abusive language against a certain player during an Internet broadcast.,58,134,136,134,,,,,"IT_과학,인터넷_SNS","스포츠,농구_배구",<EMPTY>,한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29200,6855085,나렌드라 모디 인도 총리가 23일(현지시간) 아마다바드 투표소에서 투표를 마친 뒤 잉크가 묻은 검지를 들어보이고 있다.,Indian Prime Minister Narendra Modi listens to the ink-stained index after voting at Amadabad polling station on the 23rd (local time).,66,135,160,135,,,,,"국제,아시아","정치,선거","국제,일본",서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29325,6702387,꽉 막힌 지금의 지하상가와 달리 자연채광이 들어올 수 있도록 조성해 지하 정원과 갤러리로 꾸밀 예정이다.,"Unlike today's clogged underground shopping malls, it will be built to allow natural light to enter as underground gardens and galleries.",58,137,144,137,,,,,미분류,<EMPTY>,<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29354,11830620,누가 먼저 실제 생활에 블록체인 기술을 자연스럽게 녹여 내느냐에 따라 성패가 달렸다고 해도 과언이 아니다.,It is no exaggeration to say that success or failure depends on who first melts blockchain technology into real life naturally.,59,127,147,127,,,,,"IT_과학,인터넷_SNS","경제,국제경제","국제,중국",전자신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29494,7299268,설비투자는 기계류 투자가 낮은 증가율을 기록한 가운데 운송장비도 감소로 전환하며 증가세가 비교적 빠르게 둔화되는 모습이다.,"Facility investment also shifted to a decrease in transportation equipment amid low growth in machinery investment, with growth slowing relatively quickly.",68,155,174,155,,,,,"경제,국제경제","경제,산업_기업","경제,취업_창업",파이낸셜뉴스,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29598,4485504,지난달 22일 서울 상암동 K-라이브에선 고(故) 유재하 씨가 ‘지난달’을 부르는 모습을 홀로그램 기술로 재현하기도 했다.,"At K-Live in Sangam-dong, Seoul on April 22, he also recreated the late Yoo Jae-ha singing ""Last month"" with holographic technology.",68,132,162,132,,,,,"IT_과학,콘텐츠","IT_과학,인터넷_SNS",<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29644,2077769,그것은 마치 부부가 사랑을 나눌 때 자식을 얻으려는 마음이 없어도 자식이 우연히 태어나는 것과 같다.,It is like a child being born by chance when a couple makes love without any desire to have a child.,56,100,138,100,,,,,"문화,출판","문화,학술_문화재","문화,영화",한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29650,2254378,아시아인의 따뜻한 연대를 통해 모든 어린이가 국적에 상관없이 행복할 수 있도록 하는 활동에 사용돼야 합니다.,It should be used for activities to ensure that all children are happy regardless of nationality through warm solidarity among Asians.,60,134,150,134,,,,,"문화,학술_문화재",<EMPTY>,<EMPTY>,한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29656,2177052,배달 지연 등 배달이 제대로 되지 않았을 때 배달 기사 38%가 “음식값을 변제해야 한다”고 답했다.,"When delivery was not done properly, including delayed delivery, 38% of delivery drivers said they had to pay for the food.",56,123,132,123,,,,,"사회,노동_복지",<EMPTY>,<EMPTY>,한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29675,2391723,그간 부산과 마산(현 창원시)이 힘겨루기를 벌였던 기념일 날짜는 부산에서 처음 항쟁이 시작된 10월16일로 지정키로 했다.,Busan and Masan (currently Changwon city) have been fighting for the anniversary of the first protest in Busan on October 16.,68,125,162,125,,,,,"지역,경남",<EMPTY>,<EMPTY>,한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29882,471308,"로즈는 마지막홀(파5)에서 버디를 잡아 최종 6언더파 274타, 공동 4위로 경기를 마치며 페덱스컵 우승 트로피를 들어 올렸다.","Rose birdied the final hole (par 5) to finish at 6-under 274 and tied for fourth, lifting the FedEx Cup trophy.",71,111,163,111,,,,,"스포츠,골프",<EMPTY>,<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29930,760028,문재인 대통령과 트럼프 대통령도 “북한이 완전한 비핵화를 달성하기 전까지는 기존 제재를 유지하는 것이 중요하다”고 한 마당이다.,"President Moon Jae-in and President Trump also said, ""It is important to maintain existing sanctions until North Korea achieves full denuclearization.""",71,151,181,151,,,,,"정치,북한","정치,외교","정치,청와대",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29955,818142,주인공인 구두쇠 스크루지는 크리스마스 전야에 홀로 잠들게 되고 시간 여행을 통해 자신이 얼마나 불행한 사람인지를 깨닫는다.,"The main character, the miser Scrooge, falls asleep alone on Christmas Eve and realizes how unhappy he is through time travel.",68,126,172,126,,,,,"문화,학술_문화재","문화,음악","문화,전시_공연",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,29980,183124,"이것은 블랙홀, 웜홀, 평행우주 같은 용어들을 이해하기 쉽게 설명하면서 각기 다른 세계가 어떻게 연결돼 있는지 들려준다.","It tells the story of how different worlds are connected, explaining terms such as black holes, wormholes, and parallel universes easily.",67,137,165,137,,,,,"문화,출판","문화,미술_건축","문화,요리_여행",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,30034,2256404,"안경뿐만 아니라 가상현실(VR) 기기, 스포츠 고글 등을 사용할 때 가장 불편한 점은 김서림이 잘 생긴다는 것이다.","The most inconvenient thing about using virtual reality devices and sports goggles, as well as glasses, is that condensation often occurs.",64,138,150,138,,,,,"IT_과학,과학",<EMPTY>,<EMPTY>,한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,30083,2328868,광주에서는 출근 시간대에 세찬 비가 쏟아지는 바람에 시민들이 우산을 쓰고도 몸이 흠뻑 젖는 등 불편을 겪었다.,"In Gwangju, heavy rain poured during morning rush hour, causing inconvenience for citizens to get soaked even while being under umbrellas.",61,138,151,138,,,,,"지역,전남","지역,광주","사회,환경",한겨레,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,30127,1566923,특히 4인이 즐길 수 있는 대(大) 사이즈 문어가 한 마리 통째로 올라가 보는 눈까지 즐겁게 한다.,"In particular, a large octopus that can be enjoyed by four people goes up as a whole and entertains the eyes.",55,109,127,109,,,,,"문화,요리_여행","국제,국제일반",<EMPTY>,내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,30164,1621031,"폼페이오 장관은 “비핵화하면 더 밝은 미래가 있다는 것을 김정은 위원장에게 말했고, 김 위원장도 공감했다고 확신한다”고 덧붙였다.","Pompeo told Kim Jong-un, ""There is a brighter future if denuclearized, and I'm sure Kim also shared the view,"" it added.",72,120,182,120,,,,,"정치,북한","정치,외교","정치,행정_자치",내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,30271,6496659,김광현과 양현종이 개막전 선발 마운드에 오르는 것은 각각 3년 만이며 둘 다 외국인 투수와 맞붙게 됐다.,"Kim Kwang-hyun and Yang Hyeon-jong will start in the opening match in three years, and both will play against foreign pitchers.",58,127,140,127,,,,,"스포츠,야구,한국프로야구",<EMPTY>,<EMPTY>,서울경제,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,30485,1334801,첫째는 남북 정상회담 제안이 도널드 트럼프 대통령은 물론 미국 내 매파 인사들과도 협의 후 나왔다는 얘기다.,"First, the proposal for an inter-Korean summit came after consultations with President Donald Trump as well as hawks in the U.S.",60,128,148,128,,,,,"정치,외교","정치,북한","정치,청와대",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,30737,2019141,착한 소비란 소비자가 윤리적이라고 판단한 제품과 서비스를 구매해 세상을 밝게 만드는 데 도움이 되는 소비를 하자는 운동이다.,Good consumption is a campaign that encourages consumers to buy products and services considered ethical to help make the world brighter.,69,137,173,137,,,,,"경제,산업_기업","경제,서비스_쇼핑","경제,유통",내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31026,11341948,"기저효과 외에 라면 판매량 6.0% 증가 (내수 기준 5.5%), 비용 부담 축소 등이 실적 개선을 견인할 전망이다.","In addition to the base effect, it is expected that ramen sales should increase 6.0% (5.5% domestically) and reduce cost burdens.",65,129,139,129,,,,,"경제,증권_증시","경제,산업_기업","경제,국제경제",전자신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31140,732232,"눈이 녹으면 하얀색은 어디로 갈까, 어떤 시인은 이렇게 썼지만 정작 누구도 저 하얀색이 하는 일에 대해서는 묻지 않는다.","When the snow melts, where does the white go? Some poet wrote this, but nobody asks about what the white does.",67,110,163,110,,,,,"문화,출판","문화,학술_문화재","경제,경제일반",국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31150,819046,지금도 3000 세대 가까이 소음으로 고통 받고 있는데 김해공항을 확장하게 되면 무려 3만4000여 세대가 소음구역에 들어가게 된다는 것이다.,"Even now, nearly 3,000 households are suffering from noise, and if Gimhae Airport expands, 34,000 households will enter the noise zone.",79,135,183,135,,,,,"사회,사회일반",<EMPTY>,<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31197,1929884,한 관광 관계자는 “관광기금 융자를 받으려면 담보가 있어야 하기 때문에 융자의 70%는 호텔 등에서 가져간다고 보면 된다”고 말했다.,"A tourism official said, ""Take 70% of loans from hotels, etc., because they require collateral to get a tourism fund loan.""",74,123,180,123,,,,,"경제,무역","경제,산업_기업","경제,금융_재테크",내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31415,333607,그는 기자와의 인터뷰에서 “내 타율이 멘도사가 있는 라인 밑에 위치한 것을 보면 시즌 출발이 나쁘다는 것을 알게 된다”리거 답했다.,"""If you look at my batting average below Mendoza's line, you'll see a bad start to the season,"" he told reporters.",73,114,181,114,,,,,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31502,12861270,"과연 애신이 또 다시 복면과 변복을 한 채 사생결단 행보에 나선 이유는 무엇인지, ‘그’ 사건에 대한 궁금증이 고조되고 있다.","What is the reason for Ae-shin to appear again with his mask and alteration, and questions are mounting over ""the"" incident.",70,124,170,124,,,,,"문화,방송_연예","문화,영화","문화,미술_건축",스포츠서울,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31644,1938885,"성공적인 대학 입학을 위해서는 GPA 관리, SAT, ACT 고득점, HOOK이 있는 기타활동 등 그 어느 것 하나 소홀히 해서는 안 된다.","For successful college admission, one should not neglect anything - GPA management, SAT, ACT high scores, and other activities with HOOK.",78,137,160,137,,,,,"사회,교육_시험",<EMPTY>,<EMPTY>,내일신문,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31748,20090851,장현수가 경기 종료 직전 가슴을 쓸어내린 장면을 연출했기 때문이다.,It is because that Jang Hyun-soo produced a scene which he smoothed down his chest just before the end of the game.,37,115,93,115,,,,,"스포츠,월드컵","스포츠,올림픽_아시안게임",<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31768,20136195,현재로선 윤지웅 케이스보다 징계 수위가 높을 것이라는 관측만 가능하다.,"For now, it is only possible to say that the level of punishment will be higher than that of Yoon Ji-woong's case.",39,114,99,114,,,,,"스포츠,야구,메이저리그","사회,사회일반",<EMPTY>,국민일보,,
3_문어체_뉴스(1)/3_문어체_뉴스(1)_200226.xlsx,뉴스,31799,20213994,소상공인들의 살림이 어려워지고 기업들의 경영난도 심각해지면서 개인기부금과 기업기부금도 줄었다.,"As small business owners became more difficult to live in and companies suffered from severe difficulties, personal and corporate donations also decreased.",52,155,138,155,,,,,"경제,서비스_쇼핑","경제,산업_기업","지역,지역일반",국민일보,,
